0.000000000000000000e+00 1.500000000000000000e+00
3.333333333333333287e-02 -2.148356043975662155e-01
6.666666666666666574e-02 -7.317718174607060755e-01
1.000000000000000056e-01 1.898072597491109681e+00
1.333333333333333315e-01 1.307853417064436696e+00
1.666666666666666574e-01 -5.489434837048464688e-01
2.000000000000000111e-01 1.461552219990692070e+00
2.333333333333333370e-01 2.195812742291110453e+00
2.666666666666666630e-01 -3.086984390964012670e-01
2.999999999999999889e-01 3.069877512133671882e-01
3.333333333333333148e-01 2.087785252292473359e+00
3.666666666666666408e-01 -9.540093887774186987e-02
4.000000000000000222e-01 -1.088192257998117807e+00
4.333333333333333481e-01 1.088192257998116030e+00
4.666666666666666741e-01 9.540093887774470094e-02
5.000000000000000000e-01 -2.087785252292472915e+00
5.333333333333333259e-01 -3.069877512133699637e-01
5.666666666666666519e-01 3.086984390964060410e-01
5.999999999999999778e-01 -2.195812742291108677e+00
6.333333333333333037e-01 -1.461552219990699619e+00
6.666666666666666297e-01 5.489434837048463578e-01
6.999999999999999556e-01 -1.307853417064429369e+00
7.333333333333332815e-01 -1.898072597491111457e+00
7.666666666666666075e-01 7.317718174607004133e-01
8.000000000000000444e-01 2.148356043975691854e-01
8.333333333333333703e-01 -1.500000000000000222e+00
8.666666666666666963e-01 7.122153787272732517e-01
9.000000000000000222e-01 1.695279165664134613e+00
9.333333333333333481e-01 -5.289783856337307855e-01
9.666666666666666741e-01 3.808024339395956748e-01
1.000000000000000000e+00 2.451056516295153642e+00
1.033333333333333215e+00 5.345012368658587087e-01
1.066666666666666652e+00 -2.312382408337345652e-01
1.100000000000000089e+00 2.118352544028441198e+00
1.133333333333333304e+00 1.234038734338224419e+00
1.166666666666666741e+00 -9.122147477075266409e-01
1.199999999999999956e+00 8.316500442470953214e-01
1.233333333333333393e+00 1.338858725126730542e+00
1.266666666666666607e+00 -1.338858725126715443e+00
1.300000000000000044e+00 -8.316500442470974308e-01
1.333333333333333259e+00 9.122147477075271960e-01
1.366666666666666696e+00 -1.234038734338200882e+00
1.399999999999999911e+00 -2.118352544028448303e+00
1.433333333333333348e+00 2.312382408337355644e-01
1.466666666666666563e+00 -5.345012368658359492e-01
1.500000000000000000e+00 -2.451056516295115895e+00
1.533333333333333215e+00 -3.808024339394677771e-01
1.566666666666666652e+00 5.289783856342497037e-01
1.600000000000000089e+00 -1.695279165662302301e+00
1.633333333333333304e+00 -7.122153787209857256e-01
1.666666666666666741e+00 1.500000000021095348e+00
1.699999999999999956e+00 -2.148356043288741357e-01
1.733333333333333393e+00 -7.317718172431628698e-01
1.766666666666666607e+00 1.898072598161191671e+00
1.800000000000000044e+00 1.307853419071907108e+00
1.833333333333333259e+00 -5.489434778555432048e-01
1.866666666666666696e+00 1.461552236567239982e+00
1.899999999999999911e+00 2.195812787981056502e+00
1.933333333333333348e+00 -3.086983166113224097e-01
1.966666666666666563e+00 3.069880705744896243e-01
2.000000000000000000e+00 2.087786062166024692e+00
2.033333333333333215e+00 -9.539894136928889212e-02
2.066666666666666430e+00 -1.088187466224477040e+00
2.100000000000000089e+00 1.088203437957631747e+00
2.133333333333333304e+00 9.542630887565523023e-02
2.166666666666666519e+00 -2.087729258885131944e+00
2.200000000000000178e+00 -3.068675553211869800e-01
2.233333333333333393e+00 3.089493841380919203e-01
2.266666666666666607e+00 -2.195303172261408697e+00
2.299999999999999822e+00 -1.460545832106997732e+00
2.333333333333333481e+00 5.508766231665520596e-01
2.366666666666666696e+00 -1.304241837079930022e+00
2.399999999999999911e+00 -1.891510124136565718e+00
2.433333333333333126e+00 7.433695778791025166e-01
2.466666666666666785e+00 2.347706382458091268e-01
2.500000000000000000e+00 -1.466673010385273868e+00
2.533333333333333215e+00 7.664044189865892864e-01
2.566666666666666430e+00 1.780975668017792390e+00
2.600000000000000089e+00 -3.971675847635123269e-01
2.633333333333333304e+00 5.779880197891620330e-01
2.666666666666666519e+00 2.737959850792768712e+00
2.700000000000000178e+00 9.405070865756823828e-01
2.733333333333333393e+00 3.275731502593588473e-01
2.766666666666666607e+00 2.866409170360326719e+00
2.799999999999999822e+00 2.207996136413289179e+00
2.833333333333333481e+00 3.211221238140367085e-01
2.866666666666666696e+00 2.350656894191404334e+00
2.899999999999999911e+00 3.158450704264639697e+00
2.933333333333333126e+00 7.810861084464282289e-01
2.966666666666666785e+00 1.570562164503330749e+00
3.000000000000000000e+00 3.559705455461313228e+00
3.033333333333333215e+00 1.603839672382091130e+00
3.066666666666666430e+00 8.402688062032901417e-01
3.100000000000000089e+00 3.231238240833723907e+00
3.133333333333333304e+00 2.424120113365898721e+00
3.166666666666666519e+00 3.868218904251434775e-01
3.200000000000000178e+00 2.266688273814182253e+00
3.233333333333333393e+00 2.931190594384153858e+00
3.266666666666666607e+00 4.246656679090250464e-01
3.299999999999999822e+00 1.107376600410618916e+00
3.333333333333333481e+00 3.019006849944300797e+00
3.366666666666666696e+00 1.018501267124009901e+00
3.399999999999999911e+00 2.421855846143441404e-01
3.433333333333333126e+00 2.646129223822982990e+00
3.466666666666666785e+00 1.866664808157550093e+00
3.500000000000000000e+00 -1.429376339950081398e-01
3.533333333333333215e+00 1.748455554488287822e+00
3.566666666666666430e+00 2.392998328140731878e+00
3.600000000000000089e+00 -1.768876382261841407e-01
3.633333333333333304e+00 3.926842535670027057e-01
3.666666666666666519e+00 2.141974292551818149e+00
3.699999999999999734e+00 -6.207394926298687166e-02
3.733333333333333393e+00 -1.068257224149899542e+00
3.766666666666666607e+00 1.099790018416539228e+00
3.799999999999999822e+00 1.019634122323170300e-01
3.833333333333333481e+00 -2.084173672307987779e+00
3.866666666666666696e+00 -3.050546117516524935e-01
3.899999999999999911e+00 3.097048269801200293e-01
3.933333333333333126e+00 -2.195303172261398927e+00
3.966666666666666785e+00 -1.461301274948990647e+00
4.000000000000000000e+00 5.490636795970248452e-01
4.033333333333333215e+00 -1.307797423657059088e+00
4.066666666666666430e+00 -1.898047227493220745e+00
4.099999999999999645e+00 7.317829974201873755e-01
4.133333333333332860e+00 2.148403961712448407e-01
4.166666666666666963e+00 -1.499998002491556681e+00
4.200000000000000178e+00 7.122161886008246956e-01
4.233333333333333393e+00 1.695279485025296129e+00
4.266666666666666607e+00 -5.289782631486417142e-01
4.299999999999999822e+00 3.808024796294944836e-01
4.333333333333333037e+00 2.451056532871706217e+00
4.366666666666666252e+00 5.345012427152027179e-01
4.400000000000000355e+00 -2.312382388262531618e-01
4.433333333333333570e+00 2.118352544698542950e+00
4.466666666666666785e+00 1.234038734555760408e+00
4.500000000000000000e+00 -9.122147476388337006e-01
4.533333333333333215e+00 8.316500442681427074e-01
4.566666666666666430e+00 1.338858725133030392e+00
4.599999999999999645e+00 -1.338858725124874027e+00
4.633333333333332860e+00 -8.316500442466254750e-01
4.666666666666666963e+00 9.122147477076700817e-01
4.700000000000000178e+00 -1.234038734338150700e+00
4.733333333333333393e+00 -2.118352544028456741e+00
4.766666666666666607e+00 2.312382408337408934e-01
4.799999999999999822e+00 -5.345012368658346169e-01
4.833333333333333037e+00 -2.451056516295153642e+00
4.866666666666666252e+00 -3.808024339396615110e-01
4.900000000000000355e+00 5.289783856337407775e-01
4.933333333333333570e+00 -1.695279165664113075e+00
4.966666666666666785e+00 -7.122153787272561543e-01
